,TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,A,B
358363,Theft from Vehicle,2018,2,26,22,0,17XX E 29TH AVE,Kensington-Cedar Cottage,494906.1959,5454577.495
358365,Theft from Vehicle,2018,11,10,22,15,17XX E 29TH AVE,Kensington-Cedar Cottage,494965.5119,5454585.894
358379,Theft from Vehicle,2018,3,4,17,30,17XX E 2ND AVE,Grandview-Woodland,494980.5462,5457332.944
358464,Theft from Vehicle,2018,6,18,23,0,17XX E 35TH AVE,Kensington-Cedar Cottage,494887.6151,5453966.043
358475,Theft from Vehicle,2018,3,29,20,45,17XX E 36TH AVE,Kensington-Cedar Cottage,494811.8361,5453867.725
358488,Theft from Vehicle,2018,3,16,16,0,17XX E 36TH AVE,Kensington-Cedar Cottage,494869.8054,5453875.023
358521,Theft from Vehicle,2018,12,9,20,30,17XX E 41ST AVE,Victoria-Fraserview,494796.6859,5453314.494
358528,Theft from Vehicle,2018,5,28,23,0,17XX E 41ST AVE,Victoria-Fraserview,494953.0467,5453312.19
358529,Theft from Vehicle,2018,6,15,17,30,17XX E 41ST AVE,Victoria-Fraserview,494983.5506,5453309.868
358532,Theft from Vehicle,2018,11,4,23,30,17XX E 45TH AVE,Victoria-Fraserview,495001.6908,5452908.525
358538,Theft from Vehicle,2018,11,4,18,0,17XX E 47TH AVE,Victoria-Fraserview,494782.9068,5452765.323
358570,Theft from Vehicle,2018,11,16,9,30,17XX E 4TH AVE,Grandview-Woodland,494990.3348,5457153.75
358656,Theft from Vehicle,2018,3,9,21,0,17XX E 63RD AVE,Victoria-Fraserview,494918.9922,5451115.326
358672,Theft from Vehicle,2018,11,29,21,0,17XX E 6TH AVE,Grandview-Woodland,494952.3851,5456921.472
358737,Theft from Vehicle,2018,1,28,19,0,17XX E GEORGIA ST,Grandview-Woodland,494878.9184,5458411.828
358738,Theft from Vehicle,2018,6,21,6,39,17XX E GEORGIA ST,Grandview-Woodland,494878.9184,5458411.828
358739,Theft from Vehicle,2018,10,18,5,14,17XX E GEORGIA ST,Grandview-Woodland,494878.9184,5458411.828
358740,Theft from Vehicle,2018,11,25,17,0,17XX E GEORGIA ST,Grandview-Woodland,494878.9184,5458411.828
358769,Theft from Vehicle,2018,7,14,6,0,17XX E GEORGIA ST,Grandview-Woodland,494952.9349,5458410.609
358787,Theft from Vehicle,2018,9,18,18,0,17XX E GEORGIA ST,Grandview-Woodland,494982.6922,5458419.264
358808,Theft from Vehicle,2018,5,1,18,51,17XX E HASTINGS ST,Grandview-Woodland,494922.6916,5458719.119
358825,Theft from Vehicle,2018,2,16,18,0,17XX E KENT AVE N,Victoria-Fraserview,494811.2968,5450681.305
358840,Theft from Vehicle,2018,3,2,0,49,17XX E PENDER ST,Grandview-Woodland,494882.1772,5458612.164
358841,Theft from Vehicle,2018,12,15,14,0,17XX E PENDER ST,Grandview-Woodland,494882.1772,5458612.164
358842,Theft from Vehicle,2018,12,21,19,0,17XX E PENDER ST,Grandview-Woodland,494882.1772,5458612.164
358878,Theft from Vehicle,2018,5,1,20,30,17XX E PENDER ST,Grandview-Woodland,494917.7907,5458620.703
358879,Theft from Vehicle,2018,6,9,23,30,17XX E PENDER ST,Grandview-Woodland,494917.7907,5458620.703
358895,Theft from Vehicle,2018,6,26,18,0,17XX E PENDER ST,Grandview-Woodland,494953.0932,5458610.958
358963,Theft from Vehicle,2018,7,10,21,0,17XX FRANCES ST,Grandview-Woodland,494880.4095,5458511.576
359020,Theft from Vehicle,2018,9,8,9,45,17XX FRANCES ST,Grandview-Woodland,494993.0889,5458518.208
359021,Theft from Vehicle,2018,10,18,22,0,17XX FRANCES ST,Grandview-Woodland,494993.0889,5458518.208
359036,Theft from Vehicle,2018,12,14,0,0,17XX GLEN DR,Strathcona,494082.1945,5457439.393
359042,Theft from Vehicle,2018,5,9,19,0,17XX GRANT ST,Grandview-Woodland,494936.4081,5457619.968
359043,Theft from Vehicle,2018,6,4,20,45,17XX GRANT ST,Grandview-Woodland,494936.4081,5457619.968
359095,Theft from Vehicle,2018,9,30,22,0,17XX HARO ST,West End,490128.0317,5459742.096
359149,Theft from Vehicle,2018,5,11,15,30,17XX HARO ST,West End,490181.8311,5459676.977
359154,Theft from Vehicle,2018,3,30,19,0,17XX ISLAND AVE,Victoria-Fraserview,494832.2028,5450802.094
359155,Theft from Vehicle,2018,2,21,15,0,17XX ISLAND AVE,Victoria-Fraserview,494833.4518,5450791.606
359166,Theft from Vehicle,2018,6,20,20,0,17XX KASLO ST,Hastings-Sunrise,496589.4095,5457403.034
359167,Theft from Vehicle,2018,2,15,8,57,17XX KINGSWAY AVE,Kensington-Cedar Cottage,494908.7674,5454955.032
359168,Theft from Vehicle,2018,9,6,17,0,17XX KINGSWAY AVE,Kensington-Cedar Cottage,494908.7674,5454955.032
359179,Theft from Vehicle,2018,12,7,16,0,17XX KINGSWAY AVE,Kensington-Cedar Cottage,495014.1495,5454890.594
359181,Theft from Vehicle,2018,12,1,5,31,17XX KINGSWAY AVE,Kensington-Cedar Cottage,495019.4595,5454886.634
359198,Theft from Vehicle,2018,5,8,21,0,17XX KITCHENER ST,Grandview-Woodland,494938.0844,5457706.568
359217,Theft from Vehicle,2018,6,2,17,0,17XX LAKEWOOD DR,Grandview-Woodland,495492.5202,5457364.499
359234,Theft from Vehicle,2018,8,14,21,0,17XX LORNE ST,Mount Pleasant,492812.3827,5457384.504
359289,Theft from Vehicle,2018,4,9,15,0,17XX MAPLE ST,Kitsilano,489068.0933,5457513.551
359290,Theft from Vehicle,2018,4,9,19,0,17XX MAPLE ST,Kitsilano,489068.0933,5457513.551
359291,Theft from Vehicle,2018,10,21,23,30,17XX MAPLE ST,Kitsilano,489068.0933,5457513.551
359307,Theft from Vehicle,2018,6,2,17,30,17XX MAPLE ST,Kitsilano,489069.3233,5457563.129
359308,Theft from Vehicle,2018,10,31,0,0,17XX MAPLE ST,Kitsilano,489069.3233,5457563.129
359316,Theft from Vehicle,2018,3,11,20,0,17XX MCSPADDEN AVE,Grandview-Woodland,494933.3603,5457072.598
359317,Theft from Vehicle,2018,3,12,0,1,17XX MCSPADDEN AVE,Grandview-Woodland,494933.3603,5457072.598
359318,Theft from Vehicle,2018,7,20,19,0,17XX MCSPADDEN AVE,Grandview-Woodland,494933.3603,5457072.598
359343,Theft from Vehicle,2018,9,15,20,0,17XX NAPIER ST,Grandview-Woodland,494942.7114,5458009.592
359355,Theft from Vehicle,2018,12,24,15,0,17XX NAPIER ST,Grandview-Woodland,495011.3265,5458008.946
359356,Theft from Vehicle,2018,9,15,15,30,17XX NAPIER ST,Grandview-Woodland,495011.4124,5458018.089
359364,Theft from Vehicle,2018,6,11,9,30,17XX NELSON ST,West End,489956.188,5459604.543
359401,Theft from Vehicle,2018,12,4,9,0,17XX NELSON ST,West End,489994.1024,5459565.786
359428,Theft from Vehicle,2018,10,30,3,50,17XX NELSON ST,West End,490023.3739,5459522.788
359444,Theft from Vehicle,2018,3,7,19,0,17XX ONTARIO ST,Mount Pleasant,492393.273,5457492.988
359493,Theft from Vehicle,2018,7,24,14,0,17XX PARKER ST,Grandview-Woodland,495016.5575,5458108.59
359514,Theft from Vehicle,2018,2,27,8,30,17XX PENDRELL ST,West End,489806.7134,5459440.492
359515,Theft from Vehicle,2018,4,15,16,0,17XX PENDRELL ST,West End,489806.7134,5459440.492
359527,Theft from Vehicle,2018,2,24,8,37,17XX PENDRELL ST,West End,489824.3722,5459410.45
359528,Theft from Vehicle,2018,8,17,22,0,17XX PENDRELL ST,West End,489824.3722,5459410.45
359548,Theft from Vehicle,2018,11,29,0,1,17XX PENDRELL ST,West End,489850.44,5459397.761
359571,Theft from Vehicle,2018,8,22,1,0,17XX PENDRELL ST,West End,489872.5231,5459366.456
359579,Theft from Vehicle,2018,11,14,20,43,17XX POWELL ST,Grandview-Woodland,494889.5933,5459011.491
359630,Theft from Vehicle,2018,2,7,19,30,17XX QUEBEC ST,Mount Pleasant,492523.5658,5457414.117
359653,Theft from Vehicle,2018,2,28,8,3,17XX QUEBEC ST,Mount Pleasant,492533.2663,5457470.793
359664,Theft from Vehicle,2018,3,16,8,40,17XX ROBSON ST,West End,490184.7452,5459826.566
359665,Theft from Vehicle,2018,4,9,8,30,17XX ROBSON ST,West End,490184.7452,5459826.566
359666,Theft from Vehicle,2018,12,25,16,0,17XX ROBSON ST,West End,490184.7452,5459826.566
359715,Theft from Vehicle,2018,4,20,17,10,17XX ROBSON ST,West End,490258.1152,5459755.247
359716,Theft from Vehicle,2018,8,1,2,7,17XX ROBSON ST,West End,490258.1152,5459755.247
359730,Theft from Vehicle,2018,11,4,22,0,17XX ROBSON ST,West End,490264.4887,5459761.804
359740,Theft from Vehicle,2018,1,25,0,0,17XX SEMLIN DR,Grandview-Woodland,495353.0555,5457398.068
359744,Theft from Vehicle,2018,4,1,14,0,17XX STEPHENS ST,Kitsilano,487907.4769,5457554.776
359749,Theft from Vehicle,2018,3,18,20,0,17XX SW MARINE DR,Marpole,489188.7136,5450731.808
359750,Theft from Vehicle,2018,11,9,23,6,17XX SW MARINE DR,Marpole,489188.7136,5450731.808
359755,Theft from Vehicle,2018,1,7,1,0,17XX SW MARINE DR,Marpole,489221.4654,5450687.57
359783,Theft from Vehicle,2018,12,22,23,0,17XX VENABLES ST,Grandview-Woodland,494948.1589,5458208.829
359816,Theft from Vehicle,2018,6,27,17,0,17XX VENABLES ST,Grandview-Woodland,494988.7822,5458217.265
359821,Theft from Vehicle,2018,5,26,0,0,17XX VENABLES ST,Grandview-Woodland,495032.6122,5458207.527
359829,Theft from Vehicle,2018,4,29,2,0,17XX VERNON DR,Strathcona,494260.9069,5457418.663
359834,Theft from Vehicle,2018,9,7,15,30,17XX VERNON DR,Strathcona,494270.6403,5457433.511
359836,Theft from Vehicle,2018,1,10,22,0,17XX VICTORIA DR,Grandview-Woodland,495219.6719,5457393.223
359842,Theft from Vehicle,2018,2,7,23,0,17XX W 10TH AVE,Fairview,489410.2907,5456670.308
359872,Theft from Vehicle,2018,6,3,1,0,17XX W 10TH AVE,Fairview,489436.5367,5456678.809
359903,Theft from Vehicle,2018,9,14,21,30,17XX W 11TH AVE,Fairview,489434.9412,5456575.45
359954,Theft from Vehicle,2018,6,5,21,30,17XX W 11TH AVE,Fairview,489557.2191,5456561.124
359957,Theft from Vehicle,2018,3,17,23,30,17XX W 12TH AVE,Fairview,489438.5767,5456467.655
360037,Theft from Vehicle,2018,9,8,22,0,17XX W 15TH AVE,Fairview,489386.8353,5456153.287
360039,Theft from Vehicle,2018,12,6,17,30,17XX W 15TH AVE,Fairview,489429.7897,5456152.193
360040,Theft from Vehicle,2018,3,4,18,0,17XX W 15TH AVE,Fairview,489449.6148,5456151.688
360041,Theft from Vehicle,2018,12,5,22,30,17XX W 15TH AVE,Fairview,489452.9189,5456151.604
360043,Theft from Vehicle,2018,8,7,11,0,17XX W 15TH AVE,Fairview,489469.4399,5456151.183
360052,Theft from Vehicle,2018,9,8,22,0,17XX W 15TH AVE,Fairview,489545.4361,5456149.247
360064,Theft from Vehicle,2018,8,4,21,30,17XX W 1ST AVE,Fairview,489582.727,5457546.353
360068,Theft from Vehicle,2018,6,23,21,0,17XX W 29TH AVE,Shaughnessy,489436.535,5454756.35
360070,Theft from Vehicle,2018,3,26,21,0,17XX W 29TH AVE,Shaughnessy,489519.1998,5454754.519
360074,Theft from Vehicle,2018,11,18,11,22,17XX W 2ND AVE,Fairview,489539.7027,5457458.417
360080,Theft from Vehicle,2018,10,6,1,30,17XX W 35TH AVE,Shaughnessy,489478.1294,5454130.991
360088,Theft from Vehicle,2018,6,26,1,30,17XX W 37TH AVE,Shaughnessy,489379.5859,5453933.687
360102,Theft from Vehicle,2018,3,9,0,0,17XX W 3RD AVE,Fairview,489486.9229,5457361.728
360138,Theft from Vehicle,2018,11,28,17,0,17XX W 4TH AVE,Fairview,489476.8352,5457253.036
360147,Theft from Vehicle,2018,1,25,18,45,17XX W 4TH AVE,Fairview,489573.9274,5457250.32
360148,Theft from Vehicle,2018,10,7,21,0,17XX W 4TH AVE,Fairview,489573.9274,5457250.32
360198,Theft from Vehicle,2018,12,29,16,0,17XX W 5TH AVE,Fairview,489505.2732,5457157.804
360201,Theft from Vehicle,2018,7,2,21,30,17XX W 5TH AVE,Fairview,489528.6435,5457166.409
360224,Theft from Vehicle,2018,1,6,21,45,17XX W 5TH AVE,Fairview,489571.4399,5457156.27
360225,Theft from Vehicle,2018,11,6,23,49,17XX W 5TH AVE,Fairview,489571.4399,5457156.27
360251,Theft from Vehicle,2018,6,3,21,40,17XX W 62ND AVE,Marpole,489401.0979,5451362.901
360260,Theft from Vehicle,2018,6,10,23,0,17XX W 66TH AVE,Marpole,489320.6048,5450970.579
360293,Theft from Vehicle,2018,12,13,0,0,17XX W 7TH AVE,Fairview,489439.3539,5456979.508
360325,Theft from Vehicle,2018,3,21,10,0,17XX W 7TH AVE,Fairview,489570.1095,5456967.012
360399,Theft from Vehicle,2018,7,11,16,40,17XX W 8TH AVE,Fairview,489568.5152,5456874.279
360502,Theft from Vehicle,2018,1,22,12,0,17XX W BROADWAY AVE,Fairview,489557.2903,5456772.098
360505,Theft from Vehicle,2018,1,22,10,0,17XX W BROADWAY AVE,Fairview,489560.5596,5456772.007
360506,Theft from Vehicle,2018,1,22,22,4,17XX W BROADWAY AVE,Fairview,489560.5596,5456772.007
360508,Theft from Vehicle,2018,7,16,15,40,17XX W GEORGIA ST,West End,490277.202,5459988.089
360543,Theft from Vehicle,2018,8,17,22,0,17XX W KING EDWARD AVE,Shaughnessy,489470.9527,5455189.942
360549,Theft from Vehicle,2018,8,23,14,0,17XX WATERLOO ST,Kitsilano,486936.85,5457551.798
360581,Theft from Vehicle,2018,2,19,5,30,18XX ADANAC ST,Grandview-Woodland,495034.5218,5458307.838
360582,Theft from Vehicle,2018,3,19,16,30,18XX ADANAC ST,Grandview-Woodland,495034.5218,5458307.838
360583,Theft from Vehicle,2018,3,19,23,0,18XX ADANAC ST,Grandview-Woodland,495034.5218,5458307.838
360584,Theft from Vehicle,2018,9,18,0,26,18XX ADANAC ST,Grandview-Woodland,495034.5218,5458307.838
360585,Theft from Vehicle,2018,10,19,21,0,18XX ADANAC ST,Grandview-Woodland,495034.5218,5458307.838
360586,Theft from Vehicle,2018,11,5,20,0,18XX ADANAC ST,Grandview-Woodland,495034.5218,5458307.838
360587,Theft from Vehicle,2018,12,27,22,0,18XX ADANAC ST,Grandview-Woodland,495034.5218,5458307.838
360608,Theft from Vehicle,2018,10,19,22,30,18XX ADANAC ST,Grandview-Woodland,495053.8062,5458316.688
360609,Theft from Vehicle,2018,12,22,20,0,18XX ADANAC ST,Grandview-Woodland,495053.8062,5458316.688
360625,Theft from Vehicle,2018,3,8,22,0,18XX ADANAC ST,Grandview-Woodland,495084.2971,5458307.076
360629,Theft from Vehicle,2018,4,14,16,0,18XX ADANAC ST,Grandview-Woodland,495111.2392,5458315.809
360651,Theft from Vehicle,2018,7,4,0,0,18XX ADANAC ST,Grandview-Woodland,495130.2435,5458306.372
360707,Theft from Vehicle,2018,3,7,17,0,18XX ALBERNI ST,West End,490187.9923,5459978.848
360724,Theft from Vehicle,2018,9,2,21,30,18XX ALBERNI ST,West End,490220.7919,5459947.03
360725,Theft from Vehicle,2018,11,21,7,0,18XX ALBERNI ST,West End,490220.7919,5459947.03
360755,Theft from Vehicle,2018,1,16,3,0,18XX BARCLAY ST,West End,489907.393,5459806.764
360846,Theft from Vehicle,2018,10,30,17,0,18XX BARCLAY ST,West End,489991.1994,5459711.589
360848,Theft from Vehicle,2018,10,29,16,45,18XX BAYSWATER ST,Kitsilano,487562.5251,5457487.014
360857,Theft from Vehicle,2018,11,4,22,0,18XX BEACH AVE,West End,489643.7613,5459363.445
360869,Theft from Vehicle,2018,11,15,0,0,18XX BURRARD ST,Kitsilano,489404.8947,5457403.766
360875,Theft from Vehicle,2018,11,25,9,0,18XX CAMBIE STREET BRDG,Mount Pleasant,491652.6488,5457462.883
360880,Theft from Vehicle,2018,2,20,0,0,18XX CHARLES ST,Grandview-Woodland,495085.0855,5457805.25
360881,Theft from Vehicle,2018,3,31,23,0,18XX CHARLES ST,Grandview-Woodland,495085.0855,5457805.25
360882,Theft from Vehicle,2018,10,9,1,0,18XX CHARLES ST,Grandview-Woodland,495085.0855,5457805.25
360886,Theft from Vehicle,2018,9,4,21,0,18XX CHARLES ST,Grandview-Woodland,495106.6278,5457804.982
360898,Theft from Vehicle,2018,8,13,1,0,18XX COLLINGWOOD ST,Kitsilano,486780.675,5457493.882
360909,Theft from Vehicle,2018,4,28,13,45,18XX COMMERCIAL DR,Grandview-Woodland,494935.6551,5457269.778
360915,Theft from Vehicle,2018,11,1,0,0,18XX COMMERCIAL DR,Grandview-Woodland,494935.7907,5457298.847
360917,Theft from Vehicle,2018,2,14,22,0,18XX COMMERCIAL DR,Grandview-Woodland,494935.8269,5457306.599
360932,Theft from Vehicle,2018,9,19,20,0,18XX COMOX ST,West End,489766.8439,5459637.239
360942,Theft from Vehicle,2018,1,10,16,0,18XX COMOX ST,West End,489780.0567,5459611.125
360943,Theft from Vehicle,2018,7,23,4,54,18XX COMOX ST,West End,489780.0567,5459611.125
360944,Theft from Vehicle,2018,8,9,16,30,18XX COMOX ST,West End,489780.0567,5459611.125
360945,Theft from Vehicle,2018,9,23,20,0,18XX COMOX ST,West End,489780.0567,5459611.125
360946,Theft from Vehicle,2018,11,4,17,30,18XX COMOX ST,West End,489780.0567,5459611.125
361031,Theft from Vehicle,2018,12,13,23,0,18XX COMOX ST,West End,489834.7058,5459556.56
361071,Theft from Vehicle,2018,2,20,9,0,18XX CORNWALL AVE,Kitsilano,489306.8295,5457750.668
361072,Theft from Vehicle,2018,2,24,15,0,18XX CORNWALL AVE,Kitsilano,489306.8295,5457750.668
361073,Theft from Vehicle,2018,5,4,16,0,18XX CORNWALL AVE,Kitsilano,489306.8295,5457750.668
361074,Theft from Vehicle,2018,8,9,8,40,18XX CORNWALL AVE,Kitsilano,489306.8295,5457750.668
361075,Theft from Vehicle,2018,9,10,8,30,18XX CORNWALL AVE,Kitsilano,489306.8295,5457750.668
361084,Theft from Vehicle,2018,12,29,9,0,18XX CORNWALL AVE,Kitsilano,489309.9108,5457759.731
361090,Theft from Vehicle,2018,3,26,0,0,18XX COTTON DR,Grandview-Woodland,494786.7778,5457279.521
361127,Theft from Vehicle,2018,10,1,22,0,18XX CYPRESS ST,Kitsilano,489242.0268,5457370.444
361129,Theft from Vehicle,2018,12,19,18,0,18XX CYPRESS ST,Kitsilano,489244.7217,5457460.632
361154,Theft from Vehicle,2018,10,5,9,37,18XX E 11TH AVE,Kensington-Cedar Cottage,495062.2642,5456406.413
361157,Theft from Vehicle,2018,2,25,20,0,18XX E 11TH AVE,Kensington-Cedar Cottage,495064.9898,5456415.547
361170,Theft from Vehicle,2018,11,9,17,0,18XX E 11TH AVE,Kensington-Cedar Cottage,495116.068,5456406.205
361207,Theft from Vehicle,2018,2,27,6,0,18XX E 13TH AVE,Kensington-Cedar Cottage,495127.8497,5456207.939
361221,Theft from Vehicle,2018,10,23,21,30,18XX E 15TH AVE,Kensington-Cedar Cottage,495064.2944,5456004.343
361228,Theft from Vehicle,2018,2,7,0,0,18XX E 15TH AVE,Kensington-Cedar Cottage,495098.0256,5456004.011
361230,Theft from Vehicle,2018,3,24,22,0,18XX E 15TH AVE,Kensington-Cedar Cottage,495121.4681,5456012.924
361233,Theft from Vehicle,2018,4,11,13,14,18XX E 15TH AVE,Kensington-Cedar Cottage,495129.1621,5456003.704
361243,Theft from Vehicle,2018,10,14,0,0,18XX E 16TH AVE,Kensington-Cedar Cottage,495084.305,5455952.084
361257,Theft from Vehicle,2018,1,28,20,0,18XX E 2ND AVE,Grandview-Woodland,495074.5873,5457322.54
361270,Theft from Vehicle,2018,2,8,17,0,18XX E 33RD AVE,Kensington-Cedar Cottage,495086.5172,5454144.272
361271,Theft from Vehicle,2018,8,17,21,0,18XX E 33RD AVE,Kensington-Cedar Cottage,495086.5172,5454144.272
361293,Theft from Vehicle,2018,12,22,0,1,18XX E 37TH AVE,Kensington-Cedar Cottage,495010.2931,5453769.743
361324,Theft from Vehicle,2018,1,26,20,30,18XX E 3RD AVE,Grandview-Woodland,495121.3295,5457229.918
361389,Theft from Vehicle,2018,3,5,2,30,18XX E 56TH AVE,Victoria-Fraserview,494973.9654,5451851.402
361397,Theft from Vehicle,2018,12,11,21,0,18XX E 61ST AVE,Victoria-Fraserview,495047.608,5451302.668
361421,Theft from Vehicle,2018,2,27,22,0,18XX E 6TH AVE,Grandview-Woodland,495069.4804,5456919.945
361423,Theft from Vehicle,2018,10,24,17,45,18XX E 6TH AVE,Grandview-Woodland,495088.5328,5456928.842
361433,Theft from Vehicle,2018,3,25,21,0,18XX E 6TH AVE,Grandview-Woodland,495126.3991,5456928.348
361438,Theft from Vehicle,2018,12,23,22,0,18XX E 6TH AVE,Grandview-Woodland,495145.3323,5456928.101
361444,Theft from Vehicle,2018,6,17,18,59,18XX E 7TH AVE,Grandview-Woodland,495071.1918,5456828.583
361447,Theft from Vehicle,2018,1,19,7,19,18XX E 7TH AVE,Grandview-Woodland,495163.0647,5456827.837
361452,Theft from Vehicle,2018,5,11,23,15,18XX E 8TH AVE,Grandview-Woodland,495112.6052,5456718.588
361467,Theft from Vehicle,2018,2,6,19,20,18XX E BROADWAY AVE,Kensington-Cedar Cottage,495068.544,5456613.463
361473,Theft from Vehicle,2018,8,16,21,0,18XX E GEORGIA ST,Grandview-Woodland,495034.5431,5458409.185
361474,Theft from Vehicle,2018,9,23,23,0,18XX E GEORGIA ST,Grandview-Woodland,495034.5431,5458409.185
361538,Theft from Vehicle,2018,2,16,17,0,18XX E GEORGIA ST,Grandview-Woodland,495138.121,5458415.241
361539,Theft from Vehicle,2018,2,28,17,0,18XX E GEORGIA ST,Grandview-Woodland,495138.121,5458415.241
361540,Theft from Vehicle,2018,3,19,23,0,18XX E GEORGIA ST,Grandview-Woodland,495138.121,5458415.241
361541,Theft from Vehicle,2018,3,30,22,0,18XX E GEORGIA ST,Grandview-Woodland,495138.121,5458415.241
361542,Theft from Vehicle,2018,4,26,0,0,18XX E GEORGIA ST,Grandview-Woodland,495138.121,5458415.241
361543,Theft from Vehicle,2018,6,21,1,0,18XX E GEORGIA ST,Grandview-Woodland,495138.121,5458415.241
361565,Theft from Vehicle,2018,8,7,11,0,18XX E GEORGIA ST,Grandview-Woodland,495141.6743,5458405.987
361572,Theft from Vehicle,2018,2,19,13,0,18XX E HASTINGS ST,Grandview-Woodland,495039.1078,5458718.3
361598,Theft from Vehicle,2018,1,14,5,23,18XX E HASTINGS ST,Grandview-Woodland,495077.01,5458717.652
361599,Theft from Vehicle,2018,3,20,22,26,18XX E HASTINGS ST,Grandview-Woodland,495077.01,5458717.652
361600,Theft from Vehicle,2018,4,14,15,0,18XX E HASTINGS ST,Grandview-Woodland,495077.01,5458717.652
361601,Theft from Vehicle,2018,5,4,17,0,18XX E HASTINGS ST,Grandview-Woodland,495077.01,5458717.652
361602,Theft from Vehicle,2018,8,18,19,10,18XX E HASTINGS ST,Grandview-Woodland,495077.01,5458717.652
361603,Theft from Vehicle,2018,12,13,8,56,18XX E HASTINGS ST,Grandview-Woodland,495077.01,5458717.652
361665,Theft from Vehicle,2018,12,31,10,20,18XX E HASTINGS ST,Grandview-Woodland,495217.4042,5458724.399
361667,Theft from Vehicle,2018,9,10,11,29,18XX E HASTINGS ST,Grandview-Woodland,495221.0383,5458715.191
361671,Theft from Vehicle,2018,9,2,18,0,18XX E KENT AVE S,Victoria-Fraserview,495027.9474,5450555.884
361692,Theft from Vehicle,2018,10,23,18,30,18XX E PENDER ST,Grandview-Woodland,495037.5532,5458609.553
